adresse,postnummer,by,pris,type,kvm,vaerelser,byggeaar,energimaerke,liggetid,afstand_m,afstand_vindm_m,afstand_sol_m,lat,lng,url
Pilevænget 1,4850,Stubbekøbing,415000,Fritidsgrund,0,0.0,0,,19,162.9,2511.0,4314.0,54.93075,11.9774,https://www.boliga.dk/adresse/pilevaenget-1-4850-stubbekoebing-1703551744
"Skovbrynet 25, Sæby",4070,Kirke Hyllinge,2145000,Fritidshus,96,3.0,1968,-,226,163.1,3882.0,1810.0,55.6979,11.9623,https://www.boliga.dk/adresse/skovbrynet-25-4070-kirke-hyllinge-1208668568
Tranevænget 30,4760,Vordingborg,1645000,Fritidshus,91,4.0,2003,-,66,163.3,3532.0,108.0,55.05972,11.82308,https://www.boliga.dk/adresse/tranevaenget-30-4760-vordingborg-398731027
"Fyrrestien Vest 18, Bjerge Sydstrand",4480,Store Fuglede,2595000,Fritidshus,67,3.0,2007,-,30,163.3,642.0,1443.0,55.56247,11.1601,https://www.boliga.dk/adresse/fyrrestien-vest-18-4480-store-fuglede-604364262
"Fjordvejen 33, Kollund",6340,Kruså,1495000,Villa/Parcelhus,139,5.0,1959,D,12,163.5,5754.0,1138.0,54.84641,9.46918,https://www.boliga.dk/adresse/fjordvejen-33-6340-krusaa-1668443557
Lyngvej 6,4945,Femø,975000,Fritidshus,71,4.0,1980,-,44,163.6,7620.0,10180.0,54.97104,11.56242,https://www.boliga.dk/adresse/lyngvej-6-4945-femoe-666353964
"Ryttermarken 25, Fruerlund",9560,Hadsund,1198000,Fritidshus,73,3.0,1957,-,649,163.6,3929.0,1980.0,56.78604,10.28171,https://www.boliga.dk/adresse/ryttermarken-25-9560-hadsund-1168434174
Hejsager Strandby 71,6100,Haderslev,2895000,Fritidshus,120,4.0,1967,-,153,163.7,2214.0,2813.0,55.19498,9.60637,https://www.boliga.dk/adresse/hejsager-strandby-71-6100-haderslev-1655498041
"Vordingborg Landevej 32, V Egesborg",4700,Næstved,995000,Helårsgrund,0,4.0,0,-,569,163.8,3675.0,3449.0,55.14001,11.81852,https://www.boliga.dk/adresse/vordingborg-landevej-32-4700-naestved-1721052193
"Svanevej 22A, Hjarbæk",8831,Løgstrup,3495000,Fritidshus,80,3.0,2023,-,43,163.8,2986.0,2473.0,56.52725,9.3162,https://www.boliga.dk/adresse/svanevej-22a-8831-loegstrup-2020296953
"Havstokken 22A, Vorupør",7700,Thisted,3145000,Fritidshus,77,2.0,2019,-,173,163.8,6702.0,13055.0,56.95812,8.36543,https://www.boliga.dk/adresse/havstokken-22a-7700-thisted-1371910984
Aastrupvej 148,6100,Haderslev,3495000,Villa/Parcelhus,183,6.0,1934,C,163,164.0,4707.0,4665.0,55.25384,9.51571,https://www.boliga.dk/adresse/aastrupvej-148-6100-haderslev-378657676
Søndre Ringvej 17,5610,Assens,899000,Fritidshus,96,4.0,1880,E,216,164.0,1838.0,1935.0,55.26874,9.89195,https://www.boliga.dk/adresse/soendre-ringvej-17-5610-assens-492976864
"Søvænget 13, Faldsled",5642,Millinge,1250000,Villa/Parcelhus,150,5.0,1968,E,40,164.0,4845.0,7541.0,55.14574,10.15336,https://www.boliga.dk/adresse/soevaenget-13-5642-millinge-1353250592
"Damgårdsvej 55, Markeslev",4300,Holbæk,2195000,Fritidshus,110,4.0,1966,-,6,164.1,1537.0,1830.0,55.73791,11.72216,https://www.boliga.dk/adresse/damgaardsvej-55-4300-holbaek-1082500444
"Cikorievej 28, Ordrup",4540,Fårevejle,2595000,Fritidshus,40,2.0,1950,-,48,164.2,5416.0,5948.0,55.82915,11.39374,https://www.boliga.dk/adresse/cikorievej-28-4540-faarevejle-276225161
Jernbanegade 11,9560,Hadsund,450000,Helårsgrund,0,0.0,0,-,855,164.2,2626.0,2085.0,56.71748,10.11824,https://www.boliga.dk/adresse/jernbanegade-11-9560-hadsund-1897254789
Mågevej 8,7680,Thyborøn,1299000,Fritidshus,105,4.0,1942,C,271,164.2,3186.0,9213.0,56.70362,8.21841,https://www.boliga.dk/adresse/maagevej-8-7680-thyboroen-608335314
Skråningen 31,8420,Knebel,3995000,Fritidshus,63,4.0,1974,-,102,164.2,4781.0,3227.0,56.17677,10.48428,https://www.boliga.dk/adresse/skraaningen-31-8420-knebel-2134869931
"Gerdasvej 14, Trend",9670,Løgstør,1595000,Fritidshus,94,2.0,1957,-,173,164.3,4078.0,7066.0,56.84472,9.21215,https://www.boliga.dk/adresse/gerdasvej-14-9670-loegstoer-454651666
Kanalvejen 5,4300,Holbæk,2425000,Fritidshus,66,4.0,1940,-,69,164.3,2099.0,3903.0,55.77048,11.62957,https://www.boliga.dk/adresse/kanalvejen-5-4300-holbaek-1476720435
Ramsherred 57A,5610,Assens,975000,Fritidshus,94,4.0,1885,C,411,164.4,2301.0,2338.0,55.27358,9.89213,https://www.boliga.dk/adresse/ramsherred-57a-5610-assens-319469430
Dyrehavevej 57,5800,Nyborg,2595000,Villa/Parcelhus,179,6.0,1905,E,75,164.6,6253.0,5846.0,55.30461,10.78363,https://www.boliga.dk/adresse/dyrehavevej-57-5800-nyborg-1439255816
Østergade 33,3250,Gilleleje,6795000,Villa/Parcelhus,163,5.0,1885,C,269,164.7,2320.0,8387.0,56.12333,12.31392,https://www.boliga.dk/adresse/oestergade-33-3250-gilleleje-1349864990
I Pilene 4,3740,Svaneke,2295000,Villa/Parcelhus,95,4.0,1827,E,91,164.7,1827.0,2761.0,55.13207,15.14666,https://www.boliga.dk/adresse/i-pilene-4-3740-svaneke-1797325072
"Portlandsvej 137, 1.",9370,Hals,695000,Ejerlejlighed,53,3.0,1990,-,299,164.7,6051.0,4105.0,57.01895,10.35415,https://www.boliga.dk/adresse/portlandsvej-137-1-9370-hals-555957968
"Elmevej 1, Vemmingbund",6310,Broager,1195000,Fritidshus,65,3.0,1966,-,254,164.7,3968.0,2051.0,54.89822,9.69989,https://www.boliga.dk/adresse/elmevej-1-6310-broager-2032409612
"Klitvej 2, Gudmindrup Lyng",4573,Højby,4400000,Fritidshus,82,4.0,2000,-,715,164.8,3123.0,5811.0,55.9076,11.52835,https://www.boliga.dk/adresse/klitvej-2-4573-hoejby-944285643
Villingebæk Strandvej 555,3100,Hornbæk,5800000,Fritidsgrund,0,5.0,0,-,64,164.8,4411.0,11257.0,56.09584,12.41459,https://www.boliga.dk/adresse/villingebaek-strandvej-555-3100-hornbaek-841504816
Klitvej 1A,2690,Karlslunde,8475000,Villa/Parcelhus,198,4.0,2024,J,225,164.8,3817.0,1697.0,55.56017,12.26305,https://www.boliga.dk/adresse/klitvej-1a-2690-karlslunde-2069153810
"Lungsminde 15, Enø",4736,Karrebæksminde,1295000,Fritidshus,33,2.0,1939,-,112,164.9,4169.0,10287.0,55.17338,11.65527,https://www.boliga.dk/adresse/lungsminde-15-4736-karrebaeksminde-479445923
"Hyllingeriis 246, Østby",4050,Skibby,1645000,Fritidshus,61,5.0,1980,-,24,165.3,4745.0,2277.0,55.77764,12.053,https://www.boliga.dk/adresse/hyllingeriis-246-4050-skibby-1125118330
Skovbrynet 7,4070,Kirke Hyllinge,3895000,Fritidshus,87,3.0,1974,-,154,165.3,3781.0,1575.0,55.69674,11.95879,https://www.boliga.dk/adresse/skovbrynet-7-4070-kirke-hyllinge-1371662053
Fjordvej 5,8340,Malling,2695000,Fritidshus,76,3.0,1948,-,14,165.4,2807.0,7830.0,56.02479,10.25986,https://www.boliga.dk/adresse/fjordvej-5-8340-malling-165821678
"Teglvænget 90, Als",9560,Hadsund,2895000,Villa/Parcelhus,179,6.0,1994,C,154,165.4,5572.0,1161.0,56.75941,10.29237,https://www.boliga.dk/adresse/teglvaenget-90-9560-hadsund-1611431617
"Askevej 9, Vemmingbund",6310,Broager,1095000,Fritidshus,50,3.0,1971,-,250,165.5,3747.0,1852.0,54.89614,9.69898,https://www.boliga.dk/adresse/askevej-9-6310-broager-919428838
"Odinshøjvej 7A, Ellekilde",3140,Ålsgårde,5595000,Villa/Parcelhus,154,4.0,1977,D,112,165.5,3283.0,6815.0,56.08076,12.53021,https://www.boliga.dk/adresse/odinshoejvej-7a-3140-aalsgaarde-150108825
Fruerlund Plantage 23,9560,Hadsund,1745000,Fritidshus,85,4.0,1961,-,18,165.5,3764.0,1417.0,56.79098,10.27886,https://www.boliga.dk/adresse/fruerlund-plantage-23-9560-hadsund-778778863
Klostermøllevej 31,7770,Vestervig,695000,Villa/Parcelhus,138,5.0,1907,D,28,165.6,623.0,7585.0,56.7708,8.28249,https://www.boliga.dk/adresse/klostermoellevej-31-7770-vestervig-251009201
Guldborghave 106,4862,Guldborg,120000,Helårsgrund,0,0.0,0,-,646,165.6,2285.0,7804.0,54.87098,11.74215,https://www.boliga.dk/adresse/guldborghave-106-4862-guldborg-113537610
"Portlandsvej 67, 1.",9370,Hals,895000,Fritidshus,53,3.0,1990,-,55,165.7,5985.0,4185.0,57.02002,10.35496,https://www.boliga.dk/adresse/portlandsvej-67-1-9370-hals-886926555
"Elverhøj 8, Listed",3740,Svaneke,2250000,Fritidsgrund,0,0.0,0,-,28,165.7,1415.0,1766.0,55.14633,15.10345,https://www.boliga.dk/adresse/elverhoej-8-3740-svaneke-832967253
Frydenlundsvej 12,3700,Rønne,3295000,Villa/Parcelhus,119,6.0,1935,F,58,165.8,1239.0,1354.0,55.11616,14.70479,https://www.boliga.dk/adresse/frydenlundsvej-12-3700-roenne-1062329007
"Agger Havn Feriecenter 59, Agger",7770,Vestervig,855000,Fritidshus,57,4.0,1978,-,30,165.8,552.0,8610.0,56.77847,8.25966,https://www.boliga.dk/adresse/agger-havn-feriecenter-59-7770-vestervig-785072156
Fjordvang 15,4000,Roskilde,2245000,Fritidshus,84,4.0,1966,-,81,165.8,1614.0,1746.0,55.65108,11.94067,https://www.boliga.dk/adresse/fjordvang-15-4000-roskilde-1246670426
Klitten 7,8500,Grenaa,5850000,Fritidshus,86,4.0,2017,-,27,165.8,3547.0,1959.0,56.40148,10.91865,https://www.boliga.dk/adresse/klitten-7-8500-grenaa-466486251
Fjordvej 76,7800,Skive,1195000,Villa/Parcelhus,90,3.0,1957,E,372,165.9,3635.0,1485.0,56.56681,9.05032,https://www.boliga.dk/adresse/fjordvej-76-7800-skive-485924177
Lindevej 33,5600,Faaborg,2695000,Fritidshus,143,4.0,1963,C,153,165.9,6258.0,10331.0,55.1,10.2215,https://www.boliga.dk/adresse/lindevej-33-5600-faaborg-448333017
"Syrenvej 87, Tørring",7620,Lemvig,2195000,Fritidshus,88,4.0,1970,-,100,166.0,1796.0,1480.0,56.57613,8.28308,https://www.boliga.dk/adresse/syrenvej-87-7620-lemvig-1332749290
Petersvej 3,9300,Sæby,1435000,Fritidshus,82,4.0,1965,-,119,166.0,2269.0,1508.0,57.25591,10.54694,https://www.boliga.dk/adresse/petersvej-3-9300-saeby-1079138441
"Strandvejen 228, st. th.",2920,Charlottenlund,7995000,Villa/Parcelhus,65,3.0,1899,E,76,166.1,6972.0,2156.0,55.75904,12.59743,https://www.boliga.dk/adresse/strandvejen-228-st-th-2920-charlottenlund-2007303478
"Albanivej 24, Lendrup",9670,Løgstør,1195000,Fritidshus,65,3.0,2008,-,82,166.1,1900.0,1205.0,56.93523,9.20142,https://www.boliga.dk/adresse/albanivej-24-9670-loegstoer-1803819622
"Sønderhavvej 8E, Sønderhav",6340,Kruså,5245000,Villa/Parcelhus,139,4.0,2022,I,245,166.2,3943.0,2909.0,54.8595,9.49142,https://www.boliga.dk/adresse/soenderhavvej-8e-6340-krusaa-1739591845
"Æblelunden 2, Egsmark",8400,Ebeltoft,2195000,Fritidshus,228,7.0,1947,C,322,166.4,4295.0,362.0,56.22294,10.66641,https://www.boliga.dk/adresse/aeblelunden-2-8400-ebeltoft-1004324387
"Stjernevang 5, Over Draaby Strand",3630,Jægerspris,3395000,Fritidshus,93,4.0,1960,-,147,166.5,1772.0,2988.0,55.84188,11.95901,https://www.boliga.dk/adresse/stjernevang-5-3630-jaegerspris-267954740
"Themisvej 24, Vrist",7673,Harboøre,1295000,Fritidshus,59,3.0,1977,-,30,166.6,723.0,8438.0,56.60619,8.14832,https://www.boliga.dk/adresse/themisvej-24-7673-harbooere-1492773175
Svanevej 84,7840,Højslev,2295000,Fritidshus,57,3.0,1986,-,226,166.6,3582.0,2476.0,56.58121,9.25036,https://www.boliga.dk/adresse/svanevej-84-7840-hoejslev-792272623
"Rævehaugen 7, Udsholt",3230,Græsted,8495000,Fritidshus,99,3.0,2004,-,683,166.7,2407.0,5449.0,56.11181,12.19983,https://www.boliga.dk/adresse/raevehaugen-7-3230-graested-614575130
"Grønnevej 12, Hou",8300,Odder,2495000,Villa/Parcelhus,149,5.0,1930,E,42,166.7,1345.0,2355.0,55.91295,10.25169,https://www.boliga.dk/adresse/groennevej-12-8300-odder-2018052240
Skrænten 7,4600,Køge,2295000,Helårsgrund,60,4.0,1965,-,172,166.8,2903.0,7700.0,55.41101,12.26428,https://www.boliga.dk/adresse/skraenten-7-4600-koege-325779136
"Vesterbakken 17, Sandager Næs",5610,Assens,1895000,Fritidshus,131,4.0,1980,-,114,167.0,4839.0,2558.0,55.33184,9.88062,https://www.boliga.dk/adresse/vesterbakken-17-5610-assens-1664828581
"Søskrænten 20B, Lumsås",4500,Nykøbing Sj,3650000,Fritidshus,83,3.0,1957,-,415,167.0,2024.0,4676.0,55.95112,11.51126,https://www.boliga.dk/adresse/soeskraenten-20b-4500-nykoebing-sj-2029626425
Niels Hansensvej 4,4070,Kirke Hyllinge,1795000,Fritidshus,77,3.0,1958,-,110,167.2,3591.0,6021.0,55.69252,11.84139,https://www.boliga.dk/adresse/niels-hansensvej-4-4070-kirke-hyllinge-1066519891
Klint Strandvej 42,4500,Nykøbing Sj,3095000,Fritidshus,83,5.0,1953,-,62,167.4,5103.0,2468.0,55.94184,11.61636,https://www.boliga.dk/adresse/klint-strandvej-42-4500-nykoebing-sj-3485067
"Strandvejen 27, Aarsdale",3740,Svaneke,3195000,Fritidshus,180,4.0,1961,D,124,167.4,3322.0,3340.0,55.11076,15.14288,https://www.boliga.dk/adresse/strandvejen-27-3740-svaneke-1278495530
Troldhøjen 5,4400,Kalundborg,1795000,Fritidshus,62,5.0,1962,-,40,167.6,4684.0,9051.0,55.7379,11.09655,https://www.boliga.dk/adresse/troldhoejen-5-4400-kalundborg-314805296
Crownvej 14B,7673,Harboøre,1695000,Fritidshus,134,6.0,2012,-,195,167.7,1030.0,8254.0,56.60092,8.14595,https://www.boliga.dk/adresse/crownvej-14b-7673-harbooere-179076038
Refshammervej 12,7900,Nykøbing M,849000,Villa/Parcelhus,188,5.0,1917,D,363,167.7,1933.0,2005.0,56.78879,8.85138,https://www.boliga.dk/adresse/refshammervej-12-7900-nykoebing-m-1109248083
"Hybenvænget 1-3, Spodsbj Drej",5900,Rudkøbing,1675000,Fritidshus,51,3.0,1997,-,34,167.8,3090.0,4931.0,54.92043,10.82478,https://www.boliga.dk/adresse/hybenvaenget-1-3-5900-rudkoebing-80694267
"Lærkevej 7, Reersø Str",4281,Gørlev,1695000,Fritidshus,61,3.0,1969,-,313,167.8,4456.0,5687.0,55.53271,11.09704,https://www.boliga.dk/adresse/laerkevej-7-4281-goerlev-1995581083
Ved Fjorden 7,4070,Kirke Hyllinge,3995000,Villa/Parcelhus,124,3.0,1996,d,11,168.0,2165.0,1648.0,55.67014,11.93592,https://www.boliga.dk/adresse/ved-fjorden-7-4070-kirke-hyllinge-2040141500
Sofievej 9,4780,Stege,1995000,Villa/Parcelhus,132,5.0,1922,C,733,168.0,1658.0,1460.0,54.98768,12.28318,https://www.boliga.dk/adresse/sofievej-9-4780-stege-2109763799
"Vorbækvej 8, Saksild Str",8300,Odder,3550000,Fritidshus,77,3.0,2008,-,113,168.0,3941.0,4266.0,55.98536,10.24975,https://www.boliga.dk/adresse/vorbaekvej-8-8300-odder-865701620
Egelundsvej 15,4600,Køge,3495000,Villa/Parcelhus,177,5.0,1966,c,42,168.2,4470.0,8775.0,55.41694,12.24027,https://www.boliga.dk/adresse/egelundsvej-15-4600-koege-1889438380
Aarøsundvej 41,6100,Haderslev,3495000,Villa/Parcelhus,166,6.0,1986,C,56,168.4,4703.0,4697.0,55.24587,9.4961,https://www.boliga.dk/adresse/aaroesundvej-41-6100-haderslev-998336521
"Lærkeengen 1, Klint",4500,Nykøbing Sj,2295000,Fritidshus,130,6.0,1975,-,93,168.5,4233.0,534.0,55.95824,11.59301,https://www.boliga.dk/adresse/laerkeengen-1-4500-nykoebing-sj-1925729746
"Sundvej 32, Sundstrup",8832,Skals,1895000,Villa/Parcelhus,226,6.0,1977,C,238,168.5,3768.0,5344.0,56.60611,9.30179,https://www.boliga.dk/adresse/sundvej-32-8832-skals-635835438
"Parkvej 3, Glyngøre",7870,Roslev,1295000,Villa/Parcelhus,135,4.0,1924,C,35,168.5,1647.0,4765.0,56.75983,8.87087,https://www.boliga.dk/adresse/parkvej-3-7870-roslev-1973529461
Sellegaarde Øst 20,9560,Hadsund,2595000,Fritidshus,89,4.0,1951,-,95,168.6,4558.0,1593.0,56.81635,10.27128,https://www.boliga.dk/adresse/sellegaarde-oest-20-9560-hadsund-221188853
Kildebakken 49,7830,Vinderup,1795000,Fritidshus,111,6.0,1986,-,138,168.6,1556.0,3283.0,56.52582,8.74054,https://www.boliga.dk/adresse/kildebakken-49-7830-vinderup-601617750
Drosselvej 19,2680,Solrød Strand,8895000,Villa/Parcelhus,154,6.0,1934,c,5,168.6,3686.0,2972.0,55.52796,12.22431,https://www.boliga.dk/adresse/drosselvej-19-2680-solroed-strand-1473393365
Kalundborgvej 73A,4300,Holbæk,2750000,Villa/Parcelhus,205,4.0,1877,f,382,168.7,3056.0,1979.0,55.71738,11.69532,https://www.boliga.dk/adresse/kalundborgvej-73a-4300-holbaek-2047258503
"Hjejlevænget 9, Tørresø Strand",5450,Otterup,1695000,Fritidshus,74,4.0,1967,-,243,168.7,3686.0,10904.0,55.58917,10.40924,https://www.boliga.dk/adresse/hjejlevaenget-9-5450-otterup-452035397
Classensvej 7,3360,Liseleje,6500000,Villa/Parcelhus,125,3.0,1920,c,1,168.7,3173.0,4032.0,56.01398,11.96621,https://www.boliga.dk/adresse/classensvej-7-3360-liseleje-1728030379
"Havstokken 30A, Vorupør",7700,Thisted,2750000,Fritidshus,77,3.0,2019,-,274,168.8,6679.0,13021.0,56.95806,8.36605,https://www.boliga.dk/adresse/havstokken-30a-7700-thisted-1594192805
Smedelinien 51,4400,Kalundborg,5495000,Fritidshus,96,4.0,2022,-,70,168.9,1432.0,4464.0,55.71359,11.0071,https://www.boliga.dk/adresse/smedelinien-51-4400-kalundborg-1657182215
"Portlandsvej 139, st..",9370,Hals,680000,Fritidshus,53,3.0,1990,D,40,169.0,6050.0,4099.0,57.01893,10.35406,https://www.boliga.dk/adresse/portlandsvej-139-st-9370-hals-966348457
"Sandstien 27, Vesterhave",4736,Karrebæksminde,7000000,Fritidshus,74,3.0,2022,-,47,169.1,3011.0,10342.0,55.17883,11.63965,https://www.boliga.dk/adresse/sandstien-27-4736-karrebaeksminde-2129882949
Reedtzholmvej 39,4736,Karrebæksminde,4495000,Fritidshus,113,5.0,2016,-,38,169.2,4074.0,9838.0,55.17219,11.67442,https://www.boliga.dk/adresse/reedtzholmvej-39-4736-karrebaeksminde-434103408
Søndervej 4,9990,Skagen,6800000,Fritidshus,127,5.0,1953,f,81,169.2,2005.0,852.0,57.72243,10.59383,https://www.boliga.dk/adresse/soendervej-4-9990-skagen-327641738
Bjerregårds Bakke 10,7884,Fur,1045000,Villa/Parcelhus,157,6.0,1978,c,11,169.2,1904.0,8615.0,56.81686,9.02458,https://www.boliga.dk/adresse/bjerregaards-bakke-10-7884-fur-1664548288
Aarøsundvej 35A,6100,Haderslev,2895000,Villa/Parcelhus,117,5.0,1922,D,68,169.4,4740.0,4736.0,55.24579,9.49512,https://www.boliga.dk/adresse/aaroesundvej-35a-6100-haderslev-1206146640
"Rønnemose 57, Skovmose",6470,Sydals,1845000,Fritidshus,100,4.0,1965,-,5,169.9,1492.0,2006.0,54.87432,10.02218,https://www.boliga.dk/adresse/roennemose-57-6470-sydals-817421218
"Buen 14, Tejn",3770,Allinge,2350000,Villa/Parcelhus,113,4.0,1966,C,64,169.9,4637.0,4304.0,55.24581,14.84391,https://www.boliga.dk/adresse/buen-14-3770-allinge-468457133
Skandsen 28,4900,Nakskov,1295000,Villa/Parcelhus,162,5.0,1938,C,154,169.9,1937.0,1866.0,54.82733,11.13254,https://www.boliga.dk/adresse/skandsen-28-4900-nakskov-1397863965
"Sandvejen 17, Nordskov",5390,Martofte,3595000,Fritidshus,61,3.0,1975,-,398,170.0,11245.0,19303.0,55.61197,10.61985,https://www.boliga.dk/adresse/sandvejen-17-5390-martofte-1051141248
Askhavnsvej 16,4945,Femø,999000,Fritidshus,119,6.0,1930,C,119,170.0,4594.0,7636.0,54.97478,11.5134,https://www.boliga.dk/adresse/askhavnsvej-16-4945-femoe-693157199
"Strandvej 76, Kulhuse",3630,Jægerspris,1695000,Fritidshus,110,4.0,1978,-,262,170.1,6204.0,4663.0,55.92396,11.90551,https://www.boliga.dk/adresse/strandvej-76-3630-jaegerspris-108798399
Rudvej 20,5580,Nørre Aaby,5995000,Villa/Parcelhus,193,7.0,1955,F,28,170.1,1767.0,8516.0,55.41204,9.79437,https://www.boliga.dk/adresse/rudvej-20-5580-noerre-aaby-392776721
"Krusesvej 17, Hasmark Strand",5450,Otterup,2245000,Fritidshus,100,4.0,1966,-,23,170.3,2731.0,9394.0,55.56735,10.44971,https://www.boliga.dk/adresse/krusesvej-17-5450-otterup-68130118
Strandgårdsparken 94,5600,Faaborg,1570000,Villa/Parcelhus,105,4.0,1979,F,208,170.3,6806.0,7845.0,55.08413,10.27917,https://www.boliga.dk/adresse/strandgaardsparken-94-5600-faaborg-467302967
Strandgaden 62,7900,Nykøbing M,795000,Fritidshus,109,4.0,1967,e,312,170.4,1521.0,6333.0,56.86188,8.82741,https://www.boliga.dk/adresse/strandgaden-62-7900-nykoebing-m-564468280
Havvejen 74,6100,Haderslev,3500000,Villa/Parcelhus,165,5.0,1952,b,300,170.4,3160.0,4818.0,55.16197,9.51083,https://www.boliga.dk/adresse/havvejen-74-6100-haderslev-1072010830
"Vikingevej 22B, Kulhuse",3630,Jægerspris,1725000,Fritidshus,58,4.0,1964,-,100,170.4,4720.0,4285.0,55.93343,11.92301,https://www.boliga.dk/adresse/vikingevej-22b-3630-jaegerspris-1359097833
Skårupøre Strandvej 133,5881,Skårup Fyn,995000,Helårsgrund,0,3.0,0,-,197,170.5,2758.0,946.0,55.07678,10.74639,https://www.boliga.dk/adresse/skaarupoere-strandvej-133-5881-skaarup-fyn-1466118223
"Vigen 2, Lønstrup",9800,Hjørring,5150000,Fritidshus,159,3.0,1919,-,2,170.6,2247.0,1608.0,57.47541,9.79748,https://www.boliga.dk/adresse/vigen-2-9800-hjoerring-1807919258
Nordvangsvej 25,8961,Allingåbro,3995000,Fritidshus,166,7.0,1929,-,232,170.6,3971.0,2825.0,56.51115,10.52636,https://www.boliga.dk/adresse/nordvangsvej-25-8961-allingaabro-955475198
"Portlandsvej 65, st.",9370,Hals,790000,Fritidshus,53,3.0,1990,-,134,170.6,5983.0,4179.0,57.02,10.35486,https://www.boliga.dk/adresse/portlandsvej-65-st-9370-hals-1213189329
Fjordvej 18,5330,Munkebo,2195000,Villa/Parcelhus,151,6.0,1958,d,12,170.9,1672.0,7450.0,55.45759,10.56105,https://www.boliga.dk/adresse/fjordvej-18-5330-munkebo-487383657
Fyrrebakken 2,7860,Spøttrup,1195000,Fritidshus,50,3.0,1968,-,0,171.0,1058.0,4362.0,56.57625,8.72522,https://www.boliga.dk/adresse/fyrrebakken-2-7860-spoettrup-422147956
"Mosesvinget 13, Egsmark",8400,Ebeltoft,2998000,Fritidshus,131,6.0,1989,D,6,171.0,4150.0,217.0,56.22205,10.66812,https://www.boliga.dk/adresse/mosesvinget-13-8400-ebeltoft-1365756063
"Strandtoften 26, Gerlev Strandpark",3630,Jægerspris,2295000,Fritidshus,86,4.0,2003,-,414,171.1,3448.0,2218.0,55.82351,12.03469,https://www.boliga.dk/adresse/strandtoften-26-3630-jaegerspris-1184392866
Damgårdsvej 103,4300,Holbæk,3495000,Fritidshus,192,5.0,1962,-,50,171.3,1937.0,1931.0,55.74101,11.73126,https://www.boliga.dk/adresse/damgaardsvej-103-4300-holbaek-1384282096
"Gerdasvej 16, Trend",9670,Løgstør,895000,Fritidshus,62,3.0,1957,-,111,171.3,4095.0,7110.0,56.84433,9.2121,https://www.boliga.dk/adresse/gerdasvej-16-9670-loegstoer-1014514155
Strandvej 60,5700,Svendborg,7995000,Villa/Parcelhus,172,7.0,1902,D,2,171.4,5010.0,668.0,55.05282,10.60191,https://www.boliga.dk/adresse/strandvej-60-5700-svendborg-782299313
"Strandbakken 30, Veddinge",4540,Fårevejle,4995000,Fritidshus,105,4.0,1957,-,35,171.4,3104.0,3969.0,55.84441,11.44425,https://www.boliga.dk/adresse/strandbakken-30-4540-faarevejle-1148444036
P.Baatrupsvej 29,8300,Odder,9395000,Fritidshus,134,5.0,2020,-,473,171.6,3251.0,7890.0,56.02213,10.26813,https://www.boliga.dk/adresse/pbaatrupsvej-29-8300-odder-2024031250
"Klitrosevej 24, Yderby Lyng",4583,Sjællands Odde,3995000,Fritidshus,124,5.0,1999,-,100,171.7,3054.0,17722.0,55.98598,11.30696,https://www.boliga.dk/adresse/klitrosevej-24-4583-sjaellands-odde-1948582136
"Strandbakkevej 12, Rude Strand",8300,Odder,2595000,Fritidshus,143,4.0,1960,-,54,171.7,3606.0,4685.0,55.99165,10.25031,https://www.boliga.dk/adresse/strandbakkevej-12-8300-odder-1426759480
Ny Vordingborgvej 47,4771,Kalvehave,620000,Fritidshus,150,3.0,1960,G,222,171.7,2508.0,4141.0,54.99746,12.15726,https://www.boliga.dk/adresse/ny-vordingborgvej-47-4771-kalvehave-2106991568
"Brevikvej 11, Faaborg",5600,Faaborg,895000,Villa/Parcelhus,123,4.0,1960,D,195,171.8,6959.0,8573.0,55.08678,10.26849,https://www.boliga.dk/adresse/brevikvej-11-5600-faaborg-569797730
Kirkevej 1,7680,Thyborøn,1620000,Fritidshus,158,5.0,1957,C,641,171.8,2916.0,10263.0,56.69876,8.20283,https://www.boliga.dk/adresse/kirkevej-1-7680-thyboroen-1343358801
"Brinken 30, Strøby Egede",4600,Køge,2995000,Fritidshus,56,3.0,1966,-,13,171.9,3492.0,8127.0,55.41377,12.25592,https://www.boliga.dk/adresse/brinken-30-4600-koege-1181442035
"Egebækvej 6, Kirke Stillinge",4200,Slagelse,2795000,Fritidshus,70,4.0,1992,-,362,171.9,2723.0,3177.0,55.4388,11.20634,https://www.boliga.dk/adresse/egebaekvej-6-4200-slagelse-1364078268
"Langøvej 268, Langø",5390,Martofte,1475000,Fritidshus,96,3.0,1959,G,112,171.9,7418.0,15141.0,55.55331,10.61785,https://www.boliga.dk/adresse/langoevej-268-5390-martofte-574485775
Rosengade 13A,9550,Mariager,1095000,Villa/Parcelhus,140,5.0,1933,E,14,171.9,2858.0,9337.0,56.65199,9.97918,https://www.boliga.dk/adresse/rosengade-13a-9550-mariager-1694687035
"Alpehau 35, Nordskov",5390,Martofte,3350000,Fritidshus,92,5.0,1971,-,89,172.1,11804.0,19255.0,55.60765,10.62652,https://www.boliga.dk/adresse/alpehau-35-5390-martofte-265623776
Søndergade 14,6960,Hvide Sande,1395000,Villa/Parcelhus,130,6.0,1950,E,16,172.1,882.0,515.0,55.99778,8.12621,https://www.boliga.dk/adresse/soendergade-14-6960-hvide-sande-2025416473
